diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
001,20221001,28.1461,29.9,,39.3,,,HEART TRANSPLANT OR IMPLAN
002,20221001,13.4731,12.3,,14.9,,,HEART TRANSPLANT OR IMPLAN
003,20221001,20.2371,24.7,,33.2,Y,,ECMO OR TRACHEOSTOMY WITH
004,20221001,13.7317,24.2,,29.2,Y,,TRACHEOSTOMY WITH MV >96 H
005,20221001,11.4070,15.0,,20.6,,,LIVER TRANSPLANT WITH MCC
006,20221001,4.8093,7.6,,8.4,,,LIVER TRANSPLANT WITHOUT M
007,20221001,12.2073,17.8,,21.2,,,LUNG TRANSPLANT
008,20221001,5.5911,8.7,,10.1,,,SIMULTANEOUS PANCREAS AND
010,20221001,4.1468,7.4,,7.8,,,PANCREAS TRANSPLANT
011,20221001,5.1652,11.7,,14.5,,,"TRACHEOSTOMY FOR FACE, MOU"
012,20221001,3.9095,8.4,,9.6,,,"TRACHEOSTOMY FOR FACE, MOU"
013,20221001,2.8283,6.4,,7.2,,,"TRACHEOSTOMY FOR FACE, MOU"
014,20221001,11.1930,25.7,,28.6,,,ALLOGENEIC BONE MARROW TRA
016,20221001,6.0844,16.6,,17.6,,,AUTOLOGOUS BONE MARROW TRA
017,20221001,4.3701,7.3,,10.5,,,AUTOLOGOUS BONE MARROW TRA
018,20221001,36.1452,14.7,,17.4,,,CHIMERIC ANTIGEN RECEPTOR
019,20221001,7.1346,10.8,,11.9,,,SIMULTANEOUS PANCREAS AND
020,20221001,9.3033,10.7,,14.2,,,INTRACRANIAL VASCULAR PROC
021,20221001,6.7892,8.1,,10.8,,,INTRACRANIAL VASCULAR PROC
022,20221001,4.3585,3.2,,4.9,,,INTRACRANIAL VASCULAR PROC
023,20221001,5.7314,7.3,,10.2,Y,Y,CRANIOTOMY WITH MAJOR DEVI
024,20221001,3.9488,4.1,,5.2,Y,Y,CRANIOTOMY WITH MAJOR DEVI
025,20221001,4.5405,6.6,,9.0,Y,,CRANIOTOMY AND ENDOVASCULA
026,20221001,3.0235,3.6,,5.1,Y,,CRANIOTOMY AND ENDOVASCULA
027,20221001,2.4954,1.8,,2.4,Y,,CRANIOTOMY AND ENDOVASCULA
028,20221001,5.8775,9.8,,12.3,Y,Y,SPINAL PROCEDURES WITH MCC
029,20221001,3.4176,4.9,,6.3,Y,Y,SPINAL PROCEDURES WITH CC
030,20221001,2.3412,2.7,,3.5,Y,Y,SPINAL PROCEDURES WITHOUT
031,20221001,4.1210,6.9,,10.4,Y,,VENTRICULAR SHUNT PROCEDUR
032,20221001,2.0545,2.7,,3.9,Y,,VENTRICULAR SHUNT PROCEDUR
