01,20191001,00.6629
02,20191001,01.2624
03,20191001,00.9210
04,20191001,00.7380
05,20191001,01.2645
06,20191001,00.9971
07,20191001,01.0624
10,20191001,00.8128
11,20191001,00.7412
12,20191001,01.2147
13,20191001,00.7889
14,20191001,00.8270
15,20191001,00.8298
16,20191001,00.8334
17,20191001,00.7627
18,20191001,00.8039
19,20191001,00.7055
20,20191001,00.8623
21,20191001,00.8857
22,20191001,01.2324
23,20191001,00.8433
24,20191001,00.9081
25,20191001,00.7400
26,20191001,00.7821
27,20191001,01.0000
28,20191001,00.8826
29,20191001,01.0101
30,20191001,01.0420
32,20191001,00.8771
33,20191001,00.8618
34,20191001,00.7787
35,20191001,01.0000
36,20191001,00.8101
37,20191001,00.7739
38,20191001,01.0608
39,20191001,00.7936
40,20191001,00.3708
42,20191001,00.8225
43,20191001,01.0000
44,20191001,00.7064
45,20191001,00.8092
46,20191001,00.8789
47,20191001,00.9567
49,20191001,00.7604
50,20191001,01.0101
51,20191001,00.7302
52,20191001,00.8946
53,20191001,01.0000
10180,20191001,00.0000
10380,20191001,00.0000
10420,20191001,00.0000
10500,20191001,00.0000
10540,20191001,00.0000
10580,20191001,00.0000
10740,20191001,00.0000
10780,20191001,00.0000
10900,20191001,00.0000
11020,20191001,00.0000
11100,20191001,00.0000
11180,20191001,00.0000
11244,20191001,00.0000
11260,20191001,00.0000
11460,20191001,00.0000
11500,20191001,00.0000
11540,20191001,00.0000
11640,20191001,00.0000
11700,20191001,00.0000
12020,20191001,00.0000
12060,20191001,00.0000
12100,20191001,00.0000
12220,20191001,00.0000
12260,20191001,00.0000
12420,20191001,00.0000
12540,20191001,00.0000
12580,20191001,00.0000
12620,20191001,00.0000
12700,20191001,00.0000
12940,20191001,00.0000
12980,20191001,00.0000
13020,20191001,00.0000
13140,20191001,00.0000
13220,20191001,00.0000
13380,20191001,00.0000
13460,20191001,00.0000
13740,20191001,00.0000
13780,20191001,00.0000
13820,20191001,00.0000
13900,20191001,00.0000
13980,20191001,00.0000
14010,20191001,00.0000
14020,20191001,00.0000
14100,20191001,00.0000
14260,20191001,00.0000
14454,20191001,00.0000
14500,20191001,00.0000
14540,20191001,00.0000
14740,20191001,00.0000
14860,20191001,00.0000
15180,20191001,00.0000
15260,20191001,00.0000
15380,20191001,00.0000
15500,20191001,00.0000
15540,20191001,00.0000
